# bubble_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
    6310 5.008e-03 5.872e-03 5.197e-03 1.589e-04
    7943 7.951e-03 8.838e-03 8.194e-03 1.586e-04
   10000 1.252e-02 1.456e-02 1.295e-02 4.034e-04
   12589 1.985e-02 2.202e-02 2.031e-02 4.550e-04
   15849 3.142e-02 3.397e-02 3.196e-02 5.493e-04
   19953 4.977e-02 5.186e-02 5.034e-02 4.184e-04
   25119 7.891e-02 8.164e-02 7.975e-02 5.999e-04
   31623 1.252e-01 1.287e-01 1.265e-01 8.496e-04
   39811 1.985e-01 2.033e-01 2.003e-01 1.108e-03
   50119 3.150e-01 3.521e-01 3.212e-01 7.317e-03
   63096 5.013e-01 5.509e-01 5.085e-01 8.857e-03
   79433 7.938e-01 9.206e-01 8.225e-01 3.071e-02
#------- --------- --------- --------- ---------


# Shell_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 5.190e-07 5.910e-07 5.509e-07 1.569e-08
      13 5.690e-07 6.470e-07 6.062e-07 1.797e-08
      16 6.260e-07 7.130e-07 6.689e-07 1.987e-08
      20 7.140e-07 8.190e-07 7.657e-07 2.468e-08
      25 8.230e-07 9.560e-07 8.839e-07 3.008e-08
      32 9.770e-07 1.113e-06 1.044e-06 3.287e-08
      40 1.153e-06 1.323e-06 1.235e-06 3.874e-08
      50 1.446e-06 1.643e-06 1.547e-06 4.787e-08
      63 1.808e-06 2.046e-06 1.924e-06 5.544e-08
      79 2.273e-06 2.534e-06 2.399e-06 6.382e-08
     100 2.924e-06 3.239e-06 3.079e-06 7.532e-08
     126 3.802e-06 4.146e-06 3.975e-06 8.334e-08
     158 5.009e-06 5.453e-06 5.218e-06 1.023e-07
     200 6.562e-06 7.051e-06 6.809e-06 1.173e-07
     251 8.473e-06 9.037e-06 8.765e-06 1.355e-07
     316 1.106e-05 1.168e-05 1.138e-05 1.492e-07
     398 1.455e-05 1.533e-05 1.495e-05 1.854e-07
     501 1.918e-05 2.006e-05 1.960e-05 2.017e-07
     631 2.512e-05 2.730e-05 2.564e-05 2.912e-07
     794 3.275e-05 3.450e-05 3.339e-05 3.253e-07
    1000 4.282e-05 4.420e-05 4.347e-05 3.347e-07
    1259 5.618e-05 5.809e-05 5.708e-05 4.436e-07
    1585 7.391e-05 7.958e-05 7.499e-05 7.330e-07
    1995 9.626e-05 9.886e-05 9.740e-05 5.921e-07
    2512 1.256e-04 1.295e-04 1.271e-04 8.302e-07
    3162 1.632e-04 1.685e-04 1.651e-04 1.086e-06
    3981 2.136e-04 2.239e-04 2.162e-04 1.543e-06
    5012 2.790e-04 2.871e-04 2.822e-04 1.656e-06
    6310 3.623e-04 3.868e-04 3.668e-04 3.291e-06
    7943 4.710e-04 4.904e-04 4.764e-04 3.642e-06
   10000 6.120e-04 6.402e-04 6.192e-04 5.499e-06
   12589 7.991e-04 8.254e-04 8.065e-04 4.416e-06
   15849 1.039e-03 1.088e-03 1.050e-03 7.498e-06
   19953 1.347e-03 1.409e-03 1.362e-03 1.201e-05
   25119 1.750e-03 1.846e-03 1.773e-03 1.808e-05
   31623 2.270e-03 2.373e-03 2.299e-03 2.175e-05
   39811 2.948e-03 3.081e-03 2.984e-03 2.613e-05
   50119 3.832e-03 4.080e-03 3.885e-03 4.302e-05
   63096 4.968e-03 5.261e-03 5.036e-03 5.371e-05
   79433 6.437e-03 6.893e-03 6.542e-03 8.921e-05
  100000 8.342e-03 8.862e-03 8.466e-03 9.042e-05
  125893 1.084e-02 1.149e-02 1.101e-02 1.347e-04
  158489 1.411e-02 1.717e-02 1.493e-02 6.729e-04
  199526 1.823e-02 2.165e-02 1.914e-02 8.750e-04
  251189 2.354e-02 2.468e-02 2.396e-02 2.655e-04
  316228 3.058e-02 3.459e-02 3.140e-02 7.181e-04
  398107 3.983e-02 4.774e-02 4.210e-02 1.748e-03
  501187 5.150e-02 5.859e-02 5.309e-02 1.364e-03
  630957 6.708e-02 8.565e-02 7.201e-02 4.500e-03
  794328 8.623e-02 9.526e-02 8.846e-02 1.771e-03
 1000000 1.124e-01 1.263e-01 1.158e-01 3.094e-03
 1258925 1.467e-01 1.676e-01 1.540e-01 5.346e-03
 1584893 1.874e-01 1.948e-01 1.907e-01 1.729e-03
 1995262 2.440e-01 2.555e-01 2.488e-01 2.693e-03
 2511886 3.171e-01 3.337e-01 3.235e-01 3.634e-03
 3162278 4.119e-01 4.309e-01 4.201e-01 4.519e-03
 3981072 5.353e-01 5.605e-01 5.460e-01 5.978e-03
 5011872 6.935e-01 7.269e-01 7.083e-01 7.866e-03
#------- --------- --------- --------- ---------


# quick_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 4.960e-07 5.330e-07 5.131e-07 8.476e-09
      13 5.260e-07 5.660e-07 5.451e-07 9.528e-09
      16 5.610e-07 6.080e-07 5.816e-07 1.090e-08
      20 6.460e-07 7.580e-07 6.863e-07 2.060e-08
      25 7.210e-07 8.250e-07 7.666e-07 2.466e-08
      32 8.380e-07 9.800e-07 9.053e-07 3.362e-08
      40 1.022e-06 1.356e-06 1.117e-06 7.389e-08
      50 1.237e-06 1.597e-06 1.340e-06 7.002e-08
      63 1.522e-06 1.734e-06 1.627e-06 5.089e-08
      79 1.923e-06 2.177e-06 2.046e-06 6.181e-08
     100 2.477e-06 2.800e-06 2.629e-06 7.385e-08
     126 3.209e-06 3.565e-06 3.385e-06 8.279e-08
     158 4.147e-06 4.574e-06 4.352e-06 9.887e-08
     200 5.419e-06 5.909e-06 5.658e-06 1.149e-07
     251 7.017e-06 7.638e-06 7.320e-06 1.405e-07
     316 9.145e-06 9.868e-06 9.525e-06 1.686e-07
     398 1.196e-05 1.285e-05 1.240e-05 2.100e-07
     501 1.566e-05 1.672e-05 1.619e-05 2.479e-07
     631 2.045e-05 2.169e-05 2.110e-05 3.002e-07
     794 2.672e-05 2.836e-05 2.754e-05 3.783e-07
    1000 3.495e-05 3.683e-05 3.590e-05 4.360e-07
    1259 4.550e-05 4.803e-05 4.680e-05 5.755e-07
    1585 5.934e-05 6.250e-05 6.096e-05 7.194e-07
    1995 7.729e-05 8.121e-05 7.931e-05 9.078e-07
    2512 1.008e-04 1.056e-04 1.032e-04 1.097e-06
    3162 1.313e-04 1.370e-04 1.341e-04 1.352e-06
    3981 1.703e-04 1.790e-04 1.743e-04 1.814e-06
    5012 2.213e-04 2.301e-04 2.258e-04 2.163e-06
    6310 2.869e-04 2.983e-04 2.929e-04 2.600e-06
    7943 3.714e-04 3.878e-04 3.793e-04 3.563e-06
   10000 4.821e-04 5.001e-04 4.910e-04 4.287e-06
   12589 6.244e-04 6.473e-04 6.355e-04 5.151e-06
   15849 8.056e-04 8.348e-04 8.204e-04 6.969e-06
   19953 1.042e-03 1.078e-03 1.060e-03 8.707e-06
   25119 1.346e-03 1.390e-03 1.369e-03 1.031e-05
   31623 1.734e-03 1.817e-03 1.768e-03 1.717e-05
   39811 2.240e-03 2.337e-03 2.279e-03 2.131e-05
   50119 2.887e-03 3.014e-03 2.940e-03 2.705e-05
   63096 3.725e-03 3.869e-03 3.786e-03 3.079e-05
   79433 4.789e-03 4.945e-03 4.869e-03 3.557e-05
  100000 6.172e-03 6.362e-03 6.267e-03 4.587e-05
  125893 7.936e-03 8.168e-03 8.054e-03 5.370e-05
  158489 1.021e-02 1.049e-02 1.035e-02 6.888e-05
  199526 1.312e-02 1.350e-02 1.331e-02 8.636e-05
  251189 1.687e-02 1.735e-02 1.712e-02 1.073e-04
  316228 2.166e-02 2.223e-02 2.196e-02 1.374e-04
  398107 2.781e-02 2.857e-02 2.819e-02 1.732e-04
  501187 3.569e-02 3.665e-02 3.619e-02 2.219e-04
  630957 4.577e-02 4.702e-02 4.640e-02 2.871e-04
  794328 5.868e-02 6.033e-02 5.950e-02 3.593e-04
 1000000 7.530e-02 7.714e-02 7.625e-02 4.329e-04
 1258925 9.657e-02 9.890e-02 9.775e-02 5.391e-04
 1584893 1.236e-01 1.266e-01 1.252e-01 6.900e-04
 1995262 1.587e-01 1.623e-01 1.605e-01 8.530e-04
 2511886 2.034e-01 2.076e-01 2.056e-01 9.909e-04
 3162278 2.601e-01 2.656e-01 2.631e-01 1.291e-03
 3981072 3.334e-01 3.399e-01 3.368e-01 1.564e-03
 5011872 4.267e-01 4.349e-01 4.309e-01 2.025e-03
 6309573 5.458e-01 5.565e-01 5.513e-01 2.609e-03
 7943282 6.981e-01 7.141e-01 7.054e-01 3.443e-03
#------- --------- --------- --------- ---------


# merge_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 4.980e-07 5.350e-07 5.162e-07 8.674e-09
      13 5.250e-07 5.710e-07 5.450e-07 1.040e-08
      16 5.580e-07 6.050e-07 5.790e-07 1.117e-08
      20 6.030e-07 7.240e-07 6.301e-07 1.816e-08
      25 6.640e-07 7.330e-07 6.928e-07 1.648e-08
      32 7.610e-07 8.500e-07 8.004e-07 2.143e-08
      40 9.620e-07 1.061e-06 1.008e-06 2.342e-08
      50 1.133e-06 1.258e-06 1.190e-06 2.977e-08
      63 1.361e-06 1.503e-06 1.428e-06 3.379e-08
      79 1.764e-06 1.942e-06 1.843e-06 4.186e-08
     100 2.279e-06 2.498e-06 2.378e-06 4.987e-08
     126 2.879e-06 3.150e-06 3.003e-06 6.358e-08
     158 3.822e-06 4.115e-06 3.961e-06 6.935e-08
     200 5.043e-06 5.382e-06 5.192e-06 7.816e-08
     251 6.411e-06 6.812e-06 6.591e-06 9.322e-08
     316 8.626e-06 9.124e-06 8.847e-06 1.158e-07
     398 1.133e-05 1.185e-05 1.159e-05 1.238e-07
     501 1.449e-05 1.510e-05 1.479e-05 1.456e-07
     631 1.937e-05 2.012e-05 1.971e-05 1.751e-07
     794 2.551e-05 2.632e-05 2.591e-05 1.888e-07
    1000 3.272e-05 3.374e-05 3.318e-05 2.315e-07
    1259 4.326e-05 4.451e-05 4.382e-05 2.793e-07
    1585 5.717e-05 5.900e-05 5.782e-05 3.456e-07
    1995 7.317e-05 7.487e-05 7.391e-05 3.832e-07
    2512 9.594e-05 9.812e-05 9.684e-05 4.822e-07
    3162 1.268e-04 1.296e-04 1.279e-04 5.438e-07
    3981 1.624e-04 1.656e-04 1.635e-04 6.537e-07
    5012 2.112e-04 2.155e-04 2.126e-04 8.158e-07
    6310 2.794e-04 2.854e-04 2.810e-04 1.023e-06
    7943 3.578e-04 3.631e-04 3.595e-04 1.043e-06
   10000 4.605e-04 4.678e-04 4.628e-04 1.451e-06
   12589 6.095e-04 6.188e-04 6.121e-04 1.614e-06
   15849 7.774e-04 7.911e-04 7.807e-04 2.115e-06
   19953 9.983e-04 1.013e-03 1.002e-03 2.656e-06
   25119 1.320e-03 1.365e-03 1.325e-03 5.483e-06
   31623 1.684e-03 1.735e-03 1.692e-03 1.217e-05
   39811 2.158e-03 2.212e-03 2.170e-03 1.461e-05
   50119 2.844e-03 2.898e-03 2.855e-03 1.386e-05
   63096 3.622e-03 3.699e-03 3.636e-03 1.707e-05
   79433 4.639e-03 4.695e-03 4.649e-03 8.918e-06
  100000 6.093e-03 6.190e-03 6.111e-03 2.134e-05
  125893 7.751e-03 7.850e-03 7.777e-03 2.475e-05
  158489 9.917e-03 1.006e-02 9.966e-03 3.640e-05
  199526 1.300e-02 1.321e-02 1.304e-02 3.031e-05
  251189 1.656e-02 1.683e-02 1.660e-02 3.627e-05
  316228 2.112e-02 2.138e-02 2.116e-02 3.951e-05
  398107 2.759e-02 2.805e-02 2.766e-02 5.909e-05
  501187 3.506e-02 3.551e-02 3.516e-02 7.490e-05
  630957 4.480e-02 4.550e-02 4.490e-02 9.757e-05
  794328 5.847e-02 5.899e-02 5.860e-02 9.275e-05
 1000000 7.430e-02 7.520e-02 7.448e-02 1.771e-04
 1258925 9.493e-02 9.594e-02 9.516e-02 1.979e-04
 1584893 1.237e-01 1.250e-01 1.240e-01 2.493e-04
 1995262 1.573e-01 1.588e-01 1.576e-01 2.900e-04
 2511886 2.008e-01 2.025e-01 2.012e-01 3.700e-04
 3162278 2.612e-01 2.633e-01 2.618e-01 4.377e-04
 3981072 3.321e-01 3.345e-01 3.328e-01 5.480e-04
 5011872 4.237e-01 4.263e-01 4.246e-01 6.406e-04
 6309573 5.504e-01 5.541e-01 5.516e-01 7.607e-04
 7943282 6.993e-01 7.243e-01 7.018e-01 3.941e-03
#------- --------- --------- --------- ---------


# heap_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 5.360e-07 6.220e-07 5.682e-07 1.720e-08
      13 6.050e-07 6.930e-07 6.469e-07 2.039e-08
      16 6.840e-07 7.810e-07 7.302e-07 2.239e-08
      20 7.960e-07 9.050e-07 8.494e-07 2.434e-08
      25 9.450e-07 1.071e-06 1.006e-06 2.947e-08
      32 1.182e-06 1.420e-06 1.254e-06 3.972e-08
      40 1.454e-06 1.916e-06 1.576e-06 9.991e-08
      50 1.819e-06 2.017e-06 1.917e-06 4.652e-08
      63 2.314e-06 2.553e-06 2.432e-06 5.647e-08
      79 2.973e-06 3.235e-06 3.104e-06 6.206e-08
     100 3.889e-06 4.334e-06 4.039e-06 8.346e-08
     126 5.051e-06 5.413e-06 5.233e-06 8.742e-08
     158 6.575e-06 6.994e-06 6.783e-06 9.690e-08
     200 8.681e-06 9.202e-06 8.924e-06 1.193e-07
     251 1.132e-05 1.192e-05 1.160e-05 1.337e-07
     316 1.467e-05 1.531e-05 1.498e-05 1.481e-07
     398 1.915e-05 1.993e-05 1.953e-05 1.809e-07
     501 2.512e-05 2.592e-05 2.552e-05 1.916e-07
     631 3.264e-05 3.355e-05 3.310e-05 2.213e-07
     794 4.249e-05 4.362e-05 4.300e-05 2.631e-07
    1000 5.536e-05 5.671e-05 5.601e-05 3.154e-07
    1259 7.179e-05 7.462e-05 7.269e-05 6.256e-07
    1585 9.314e-05 9.493e-05 9.395e-05 4.038e-07
    1995 1.210e-04 1.231e-04 1.219e-04 4.992e-07
    2512 1.564e-04 1.589e-04 1.575e-04 5.716e-07
    3162 2.024e-04 2.052e-04 2.036e-04 6.313e-07
    3981 2.622e-04 2.702e-04 2.638e-04 1.117e-06
    5012 3.383e-04 3.425e-04 3.401e-04 9.216e-07
    6310 4.371e-04 4.423e-04 4.392e-04 1.099e-06
    7943 5.656e-04 5.822e-04 5.681e-04 1.848e-06
   10000 7.307e-04 7.684e-04 7.341e-04 4.820e-06
   12589 9.450e-04 9.844e-04 9.492e-04 5.754e-06
   15849 1.223e-03 1.269e-03 1.229e-03 9.119e-06
   19953 1.579e-03 1.619e-03 1.585e-03 8.232e-06
   25119 2.039e-03 2.085e-03 2.046e-03 1.045e-05
   31623 2.636e-03 2.681e-03 2.643e-03 7.063e-06
   39811 3.400e-03 3.451e-03 3.409e-03 9.757e-06
   50119 4.387e-03 4.465e-03 4.401e-03 1.747e-05
   63096 5.672e-03 5.732e-03 5.688e-03 1.513e-05
   79433 7.327e-03 7.407e-03 7.344e-03 1.699e-05
  100000 9.490e-03 9.581e-03 9.514e-03 2.015e-05
  125893 1.232e-02 1.242e-02 1.234e-02 2.017e-05
  158489 1.596e-02 1.610e-02 1.599e-02 2.398e-05
  199526 2.067e-02 2.085e-02 2.071e-02 3.444e-05
  251189 2.681e-02 2.698e-02 2.685e-02 2.721e-05
  316228 3.466e-02 3.496e-02 3.473e-02 5.398e-05
  398107 4.478e-02 4.532e-02 4.489e-02 9.385e-05
  501187 5.791e-02 5.848e-02 5.805e-02 9.518e-05
  630957 7.469e-02 7.552e-02 7.489e-02 1.374e-04
  794328 9.633e-02 9.717e-02 9.654e-02 1.543e-04
 1000000 1.246e-01 1.258e-01 1.248e-01 2.262e-04
 1258925 1.607e-01 1.622e-01 1.610e-01 3.174e-04
 1584893 2.079e-01 2.098e-01 2.084e-01 4.455e-04
 1995262 2.705e-01 2.872e-01 2.722e-01 2.176e-03
 2511886 3.560e-01 3.800e-01 3.581e-01 3.486e-03
 3162278 4.717e-01 4.764e-01 4.732e-01 1.022e-03
 3981072 6.294e-01 6.333e-01 6.307e-01 9.001e-04
#------- --------- --------- --------- ---------


# rank_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 4.960e-07 5.040e-07 4.999e-07 1.700e-09
      13 5.200e-07 5.300e-07 5.245e-07 2.488e-09
      16 5.510e-07 5.640e-07 5.569e-07 3.140e-09
      20 6.030e-07 6.240e-07 6.121e-07 4.986e-09
      25 7.110e-07 7.530e-07 7.298e-07 9.815e-09
      32 8.570e-07 9.030e-07 8.778e-07 1.102e-08
      40 1.089e-06 1.156e-06 1.122e-06 1.626e-08
      50 1.455e-06 1.568e-06 1.504e-06 2.616e-08
      63 2.040e-06 2.204e-06 2.117e-06 3.960e-08
      79 2.950e-06 3.206e-06 3.071e-06 6.077e-08
     100 4.443e-06 4.844e-06 4.634e-06 9.228e-08
     126 6.749e-06 7.361e-06 7.056e-06 1.436e-07
     158 1.034e-05 1.128e-05 1.078e-05 2.185e-07
     200 1.627e-05 1.756e-05 1.690e-05 2.988e-07
     251 2.533e-05 2.718e-05 2.621e-05 4.379e-07
     316 3.988e-05 4.254e-05 4.119e-05 6.390e-07
     398 6.313e-05 6.688e-05 6.495e-05 9.032e-07
     501 9.952e-05 1.052e-04 1.022e-04 1.326e-06
     631 1.578e-04 1.661e-04 1.617e-04 1.947e-06
     794 2.499e-04 2.854e-04 2.558e-04 3.720e-06
    1000 3.969e-04 4.169e-04 4.050e-04 4.125e-06
    1259 6.298e-04 6.627e-04 6.417e-04 6.100e-06
    1585 1.000e-03 1.036e-03 1.017e-03 8.121e-06
    1995 1.584e-03 1.640e-03 1.610e-03 1.292e-05
    2512 2.520e-03 2.609e-03 2.556e-03 1.998e-05
    3162 4.005e-03 4.113e-03 4.054e-03 2.589e-05
    3981 6.360e-03 6.510e-03 6.431e-03 3.494e-05
    5012 1.010e-02 1.032e-02 1.020e-02 5.263e-05
    6310 1.600e-02 1.632e-02 1.614e-02 7.132e-05
    7943 2.539e-02 2.583e-02 2.559e-02 1.006e-04
   10000 4.030e-02 4.099e-02 4.059e-02 1.459e-04
   12589 6.392e-02 6.489e-02 6.436e-02 2.107e-04
   15849 1.015e-01 1.029e-01 1.020e-01 2.982e-04
   19953 1.609e-01 1.628e-01 1.617e-01 4.144e-04
   25119 2.554e-01 2.581e-01 2.566e-01 6.416e-04
   31623 4.052e-01 4.090e-01 4.070e-01 8.812e-04
   39811 6.432e-01 6.482e-01 6.456e-01 1.184e-03
#------- --------- --------- --------- ---------


# selection_sort
#      n  min time  max time  avg time   std dev
#------- --------- --------- --------- ---------
      10 5.210e-07 5.530e-07 5.349e-07 7.275e-09
      13 5.920e-07 6.220e-07 6.063e-07 6.893e-09
      16 6.820e-07 7.120e-07 6.968e-07 7.260e-09
      20 8.290e-07 8.640e-07 8.462e-07 8.470e-09
      25 1.058e-06 1.095e-06 1.075e-06 8.503e-09
      32 1.449e-06 1.506e-06 1.477e-06 1.082e-08
      40 2.007e-06 2.090e-06 2.057e-06 1.439e-08
      50 2.873e-06 2.987e-06 2.956e-06 2.281e-08
      63 4.264e-06 4.471e-06 4.411e-06 4.510e-08
      79 6.442e-06 6.764e-06 6.653e-06 7.657e-08
     100 1.004e-05 1.053e-05 1.033e-05 1.192e-07
     126 1.566e-05 1.637e-05 1.606e-05 1.717e-07
     158 2.433e-05 2.538e-05 2.490e-05 2.489e-07
     200 3.886e-05 4.013e-05 3.952e-05 3.081e-07
     251 6.102e-05 6.281e-05 6.194e-05 4.029e-07
     316 9.692e-05 9.930e-05 9.798e-05 5.092e-07
     398 1.539e-04 1.573e-04 1.553e-04 6.975e-07
     501 2.446e-04 2.483e-04 2.462e-04 8.323e-07
     631 3.893e-04 3.936e-04 3.911e-04 1.017e-06
     794 6.185e-04 6.240e-04 6.205e-04 1.168e-06
    1000 9.839e-04 1.023e-03 9.873e-04 5.876e-06
    1259 1.564e-03 1.603e-03 1.569e-03 8.196e-06
    1585 2.485e-03 2.531e-03 2.491e-03 9.856e-06
    1995 3.946e-03 3.987e-03 3.951e-03 7.876e-06
    2512 6.269e-03 6.314e-03 6.277e-03 1.238e-05
    3162 9.950e-03 1.002e-02 9.963e-03 1.608e-05
    3981 1.580e-02 1.590e-02 1.581e-02 2.324e-05
    5012 2.506e-02 2.525e-02 2.512e-02 4.420e-05
    6310 3.976e-02 4.016e-02 3.984e-02 6.659e-05
    7943 6.306e-02 6.367e-02 6.316e-02 1.043e-04
   10000 1.000e-01 1.008e-01 1.002e-01 1.704e-04
   12589 1.586e-01 1.597e-01 1.590e-01 2.720e-04
   15849 2.515e-01 2.531e-01 2.520e-01 3.994e-04
   19953 3.988e-01 4.008e-01 3.996e-01 4.848e-04
   25119 6.323e-01 6.354e-01 6.337e-01 8.004e-04
#------- --------- --------- --------- ---------


